order_id,supplier_id,order_date,delivery_date,amount_eur,status,special_circumstance
104,28,2025-01-31,,52404.18,Cancelled,False
105,28,2025-02-20,2025-03-18,80623.78,Delivered,False
106,28,2025-04-19,2025-05-09,23597.95,Delivered,False
107,29,2025-05-03,2025-05-22,16013.43,Delivered,False
108,29,2025-03-22,2025-04-04,1723.42,Delivered,False
109,29,2025-08-29,2025-09-11,25820.15,Delivered,False
110,30,2025-05-25,2025-06-10,60199.46,Delivered,False
111,30,2025-02-06,2025-02-24,58896.64,Delivered,False
112,30,2025-04-12,,36999.1,In Transit,False
113,30,2025-04-26,2025-05-09,55577.5,Delivered,False
114,31,2025-02-06,2025-02-26,6479.78,Delivered,False
115,31,2025-10-19,2025-11-08,78419.58,Delivered,False
116,31,2025-03-05,2025-03-21,40636.28,Delivered,False
117,32,2025-05-20,2025-05-29,43289.43,Delivered,False
118,32,2025-08-13,2025-08-21,8216.89,Delivered,False
119,32,2025-08-10,,62833.58,In Transit,False
120,32,2025-05-09,2025-05-20,3659.72,Delivered,False
121,32,2025-10-22,2025-10-30,50524.76,Delivered,False
122,33,2025-10-23,2025-10-26,4859.34,Delivered,False
123,33,2025-08-29,2025-09-02,44833.48,Delivered,False
124,33,2025-05-23,,16654.34,In Transit,False
125,33,2025-08-12,2025-08-19,54504.52,Delivered,False
126,34,2025-08-29,2025-09-16,30554.75,Delivered,False
127,34,2025-06-14,2025-07-02,57456.15,Delivered,False
128,35,2025-07-30,2025-08-27,59421.75,Delivered,False
129,35,2025-07-25,,69432.76,In Transit,False
130,35,2025-01-19,2025-02-08,39477.96,Delivered,False
131,35,2025-05-10,2025-06-02,28493.36,Delivered,False
132,36,2025-10-05,2025-10-12,40075.02,Delivered,False
133,36,2025-04-07,,44789.69,In Transit,False
134,37,2025-08-15,2025-09-08,64959.21,Delivered,False
135,37,2025-05-17,2025-06-09,47359.84,Delivered,False
136,37,2025-08-13,2025-09-11,75050.69,Delivered,False
137,37,2025-03-04,,3910.6,Cancelled,False
138,37,2025-05-03,2025-05-28,60766.87,Delivered,False
139,38,2025-10-10,2025-11-03,35567.22,Delivered,False
140,38,2025-02-28,2025-03-24,40030.9,Delivered,False
141,39,2025-09-13,2025-09-28,79376.53,Delivered,False
142,39,2025-09-18,2025-09-27,60401.87,Delivered,False
143,39,2025-09-05,2025-09-22,83350.43,Delivered,False
144,40,2025-10-10,2025-10-27,13577.6,Delivered,False
145,40,2025-09-18,2025-10-07,63815.43,Delivered,False
146,40,2025-02-05,2025-02-24,24566.66,Delivered,False
147,40,2025-06-24,,79509.74,In Transit,False
148,40,2025-05-17,2025-06-04,70015.88,Delivered,False
149,41,2025-10-28,,49923.6,Cancelled,False
150,41,2025-09-08,2025-09-12,73749.26,Delivered,False
151,41,2025-10-03,2025-10-11,41942.51,Delivered,False
152,41,2025-10-10,2025-10-23,65199.87,Delivered,False
153,42,2025-06-14,,74111.74,Cancelled,False
154,42,2025-05-03,2025-05-29,49245.1,Delivered,False
155,42,2025-07-30,,5144.55,Cancelled,False
156,42,2025-08-31,2025-09-18,60386.53,Delivered,False
157,42,2025-07-17,,84032.57,Cancelled,False
158,43,2025-09-11,2025-10-03,82062.84,Delivered,False
159,43,2025-09-15,2025-10-04,82107.02,Delivered,False
160,43,2025-02-21,2025-03-10,74494.9,Delivered,False
161,44,2025-09-27,2025-10-12,77521.88,Delivered,False
162,44,2025-03-15,,35733.21,Cancelled,False
163,45,2025-02-08,2025-02-11,40702.47,Delivered,False
164,45,2025-06-23,2025-06-28,53542.16,Delivered,False
165,45,2025-02-11,,72622.4,Cancelled,False
166,46,2025-06-12,2025-07-11,53837.73,Delivered,False
167,46,2025-10-05,2025-11-04,4497.57,Delivered,False
168,46,2025-05-01,2025-05-30,54201.94,Delivered,False
169,46,2025-04-27,2025-05-29,63854.99,Delivered,False
170,46,2025-02-20,,64990.87,Cancelled,False
171,47,2025-08-16,2025-08-29,15391.46,Delivered,False
172,47,2025-01-15,2025-01-26,5340.25,Delivered,False
173,48,2025-07-03,2025-07-29,32799.23,Delivered,False
174,48,2025-05-06,,45852.39,In Transit,False
175,48,2025-04-03,2025-05-03,15693.63,Delivered,False
176,48,2025-07-15,2025-08-06,53245.82,Delivered,False
177,49,2025-10-26,2025-11-12,13450.33,Delivered,False
178,49,2025-05-11,,39874.14,Cancelled,False
179,49,2025-01-05,2025-01-21,76558.86,Delivered,False
180,49,2025-05-28,2025-06-18,58080.51,Delivered,False
181,49,2025-02-07,2025-02-28,38384.44,Delivered,False
182,50,2025-08-06,2025-08-28,59141.18,Delivered,False
183,50,2025-06-04,2025-06-25,18134.62,Delivered,False
184,50,2025-09-05,2025-10-02,10405.55,Delivered,False
185,50,2025-10-20,2025-11-12,31473.09,Delivered,False
186,51,2025-01-12,,83158.36,Cancelled,False
187,51,2025-07-22,,24419.11,In Transit,False
188,51,2025-01-26,,77536.52,Cancelled,False
189,51,2025-09-12,2025-10-01,71042.05,Delivered,False
190,52,2025-06-30,2025-07-15,19786.88,Delivered,False
191,52,2025-05-09,,58093.33,Cancelled,False
192,52,2025-03-12,,53958.72,Cancelled,False
193,53,2025-06-08,2025-06-23,67348.98,Delivered,False
194,53,2025-10-24,2025-11-07,31965.91,Delivered,False
195,54,2025-06-01,2025-06-21,28781.05,Delivered,False
196,54,2025-03-31,,18266.37,In Transit,False
197,55,2025-09-29,2025-10-20,43399.86,Delivered,False
198,55,2025-03-26,2025-04-16,22957.0,Delivered,False
199,55,2025-06-01,2025-06-13,63837.71,Delivered,False
200,55,2025-02-28,2025-03-12,40605.67,Delivered,False
201,56,2025-04-26,,73321.74,Cancelled,False
202,56,2025-07-23,,82267.02,In Transit,False
203,56,2025-07-07,2025-07-11,9040.29,Delivered,False
204,57,2025-05-16,2025-06-02,46303.79,Delivered,False
205,57,2025-07-08,,57681.17,Cancelled,False
206,58,2025-10-27,,33315.63,Cancelled,False
207,58,2025-07-10,2025-07-15,10546.9,Delivered,False
208,58,2025-08-30,,3589.56,In Transit,False
209,58,2025-06-17,2025-06-22,77923.87,Delivered,False
210,59,2025-08-26,2025-09-20,77433.87,Delivered,False
211,59,2025-07-29,2025-08-24,11242.44,Delivered,False
212,60,2025-06-05,2025-06-30,84659.94,Delivered,False
213,60,2025-02-19,,21105.8,In Transit,False
214,61,2025-07-18,,39379.25,Cancelled,False
215,61,2025-10-04,,36497.08,Cancelled,False
216,61,2025-03-21,,75432.05,Cancelled,False
217,62,2025-09-08,2025-09-30,52906.96,Delivered,False
218,62,2025-01-17,2025-02-06,59138.44,Delivered,False
219,63,2025-08-16,2025-08-25,80871.36,Delivered,False
220,63,2025-02-20,2025-03-09,83407.46,Delivered,False
221,63,2025-10-06,,76791.63,Cancelled,False
222,63,2025-07-03,2025-07-19,6555.93,Delivered,False
223,63,2025-04-08,2025-04-21,82345.27,Delivered,False
224,64,2025-04-19,,55082.32,In Transit,False
225,64,2025-01-11,2025-02-11,5723.31,Delivered,False
226,65,2025-03-06,2025-03-17,67212.67,Delivered,False
227,65,2025-02-05,,70789.79,In Transit,False
228,65,2025-04-17,2025-05-05,50462.99,Delivered,False
229,66,2025-03-17,,67351.75,In Transit,False
230,66,2025-01-02,2025-01-12,24652.45,Delivered,False
231,66,2025-03-08,2025-03-16,46607.99,Delivered,False
232,66,2025-02-26,2025-03-16,56698.31,Delivered,False
233,67,2025-01-08,2025-02-07,31413.23,Delivered,False
234,67,2025-06-15,2025-07-07,2817.72,Delivered,False
235,67,2025-01-27,2025-02-16,12084.34,Delivered,False
236,68,2025-02-02,2025-02-12,41266.54,Delivered,False
237,68,2025-09-20,2025-09-29,51071.11,Delivered,False
238,69,2025-01-23,,62224.79,Cancelled,False
239,69,2025-09-24,,26686.13,Cancelled,False
240,69,2025-01-16,2025-01-19,6578.92,Delivered,False
241,70,2025-08-07,2025-08-26,58789.14,Delivered,False
242,70,2025-08-16,2025-08-28,7636.47,Delivered,False
243,70,2025-06-14,2025-06-29,52292.83,Delivered,False
244,70,2025-03-06,,24463.84,Cancelled,False
245,70,2025-10-27,2025-11-14,47287.76,Delivered,False
246,71,2025-09-29,,26123.96,In Transit,False
247,71,2025-08-09,,9781.4,Cancelled,False
248,71,2025-02-28,,72708.19,Cancelled,False
249,71,2025-10-10,2025-10-31,61690.13,Delivered,False
250,71,2025-08-09,2025-08-30,39204.84,Delivered,False
251,72,2025-06-23,2025-07-08,70589.51,Delivered,False
252,72,2025-08-01,2025-08-14,62422.64,Delivered,False
253,72,2025-08-07,2025-08-15,27595.72,Delivered,False
254,72,2025-07-11,,81124.98,Cancelled,False
255,72,2025-08-31,2025-09-10,7105.63,Delivered,False
256,73,2025-08-10,,9563.13,Cancelled,False
257,73,2025-07-10,,69282.74,In Transit,False
258,74,2025-10-28,,81378.16,In Transit,False
259,74,2025-06-18,2025-07-01,57446.11,Delivered,False
260,75,2025-08-05,,73985.69,Cancelled,False
261,75,2025-01-27,,82361.29,In Transit,False
262,75,2025-06-09,,30862.46,In Transit,False
263,75,2025-09-17,,19263.69,Cancelled,False
264,76,2025-04-25,2025-05-07,72247.45,Delivered,False
265,76,2025-10-12,2025-10-23,32191.35,Delivered,False
266,76,2025-10-21,2025-11-08,20384.28,Delivered,False
267,76,2025-10-15,,82874.64,In Transit,False
268,76,2025-10-13,,3692.19,Cancelled,False
269,77,2025-01-15,,16564.74,Cancelled,False
270,77,2025-06-08,2025-06-21,78448.38,Delivered,False
271,77,2025-01-04,2025-01-22,16647.36,Delivered,False
272,77,2025-10-17,2025-11-01,56388.28,Delivered,False
273,78,2025-01-16,,9161.77,In Transit,False
274,78,2025-04-21,2025-05-02,32912.23,Delivered,False
275,78,2025-06-24,2025-07-03,14643.67,Delivered,False
276,79,2025-10-18,2025-11-02,51284.68,Delivered,False
277,79,2025-03-21,,14643.73,In Transit,False
278,79,2025-01-26,2025-02-16,57776.39,Delivered,False
279,79,2025-08-15,2025-08-28,56771.88,Delivered,False
280,80,2025-08-01,,24309.43,In Transit,False
281,80,2025-02-28,2025-03-15,30321.93,Delivered,False
282,80,2025-05-26,,58131.19,In Transit,False
283,80,2025-09-07,2025-10-01,45499.0,Delivered,False
284,80,2025-01-24,,19913.29,In Transit,False
285,81,2025-01-04,2025-01-29,18569.33,Delivered,False
286,81,2025-03-12,2025-04-03,65307.43,Delivered,False
287,82,2025-03-03,,2145.45,Cancelled,False
288,82,2025-08-09,2025-08-29,16170.52,Delivered,False
289,82,2025-09-30,,60256.55,In Transit,False
290,82,2025-10-14,2025-10-28,71085.08,Delivered,False
291,83,2025-07-23,2025-08-06,73457.32,Delivered,False
292,83,2025-08-12,2025-08-19,3064.92,Delivered,False
293,84,2025-10-22,2025-11-11,37345.24,Delivered,False
294,84,2025-08-02,2025-08-26,25674.52,Delivered,False
295,84,2025-01-11,2025-02-04,82177.67,Delivered,False
296,84,2025-08-24,2025-09-19,70974.16,Delivered,False
297,85,2025-08-12,2025-08-29,72014.44,Delivered,False
298,85,2025-08-12,,50670.75,In Transit,False
299,86,2025-07-22,,74188.79,Cancelled,False
300,86,2025-06-23,2025-07-12,20001.27,Delivered,False
301,87,2025-09-19,,54374.26,In Transit,False
302,87,2025-09-19,2025-10-02,17690.96,Delivered,False
303,88,2025-03-17,2025-03-29,21228.45,Delivered,False
304,88,2025-05-12,,17972.2,In Transit,False
305,88,2025-03-20,,64977.98,Cancelled,False
306,88,2025-02-08,,16291.7,Cancelled,False
307,89,2025-08-26,,64496.23,In Transit,False
308,89,2025-08-18,,58374.65,In Transit,False
309,89,2025-06-15,,73664.61,Cancelled,False
310,89,2025-06-11,2025-06-29,14104.94,Delivered,False
311,89,2025-08-29,2025-09-22,38424.37,Delivered,False
312,90,2025-01-29,2025-02-18,30887.18,Delivered,False
313,90,2025-06-08,2025-07-05,40055.5,Delivered,False
314,90,2025-01-30,2025-02-22,32289.59,Delivered,False
315,90,2025-02-09,2025-02-28,55329.65,Delivered,False
316,91,2025-08-25,,49957.51,Cancelled,False
317,91,2025-01-22,,39052.76,In Transit,False
318,91,2025-04-07,2025-04-23,28347.48,Delivered,False
319,91,2025-09-14,2025-09-25,14096.9,Delivered,False
320,91,2025-08-19,2025-09-08,10142.41,Delivered,False
321,92,2025-09-16,2025-10-12,55451.61,Delivered,False
322,92,2025-05-07,2025-06-02,60586.41,Delivered,False
323,93,2025-07-06,2025-07-29,32633.14,Delivered,False
324,93,2025-07-18,2025-08-11,35632.24,Delivered,False
325,93,2025-01-27,,67400.45,Cancelled,False
326,94,2025-02-03,,29029.18,In Transit,False
327,94,2025-07-17,,25226.27,Cancelled,False
328,94,2025-03-18,,29335.73,In Transit,False
329,94,2025-03-14,2025-03-30,78048.33,Delivered,False
330,95,2025-03-08,2025-03-29,51185.94,Delivered,False
331,95,2025-06-08,,48169.99,Cancelled,False
332,95,2025-06-18,,69400.93,Cancelled,False
333,95,2025-09-27,,9303.32,Cancelled,False
334,95,2025-08-05,2025-09-02,43958.79,Delivered,False
335,96,2025-06-08,2025-06-20,16551.95,Delivered,False
336,96,2025-06-24,2025-07-03,80630.3,Delivered,False
337,96,2025-04-09,2025-04-19,20416.34,Delivered,False
338,96,2025-03-21,2025-04-02,7943.28,Delivered,False
339,97,2025-06-22,,74678.8,In Transit,False
340,97,2025-03-09,2025-03-21,51370.08,Delivered,False
341,98,2025-04-03,,70917.31,In Transit,False
342,98,2025-03-26,2025-04-20,61718.78,Delivered,False
343,98,2025-07-30,,31919.0,Cancelled,False
344,99,2025-08-16,,52484.72,Cancelled,False
345,99,2025-08-18,2025-09-05,21039.25,Delivered,False
346,99,2025-06-08,2025-06-27,82127.32,Delivered,False
347,100,2025-07-08,,58138.62,In Transit,False
348,100,2025-08-14,2025-08-22,40050.28,Delivered,False
349,100,2025-07-15,2025-07-29,43492.71,Delivered,False
350,101,2025-04-13,2025-05-06,68405.15,Delivered,False
351,101,2025-05-09,2025-05-29,5857.01,Delivered,False
352,101,2025-07-10,2025-08-05,47804.15,Delivered,False
353,102,2025-05-26,2025-06-10,8503.57,Delivered,False
354,102,2025-05-20,,39018.15,In Transit,False
355,103,2025-08-12,2025-09-02,9158.08,Delivered,False
356,103,2025-08-19,2025-09-10,75366.59,Delivered,False
357,103,2025-08-01,,5946.95,In Transit,False
358,104,2025-05-01,2025-05-04,33744.87,Delivered,False
359,104,2025-07-11,2025-07-14,20248.99,Delivered,False
360,104,2025-02-20,,71571.22,Cancelled,False
361,104,2025-06-21,2025-07-02,67580.28,Delivered,False
362,105,2025-05-27,2025-06-22,78102.58,Delivered,False
363,105,2025-03-13,2025-04-09,64863.24,Delivered,False
364,106,2025-01-03,2025-01-29,77139.1,Delivered,False
365,106,2025-05-12,2025-06-09,19507.17,Delivered,False
366,106,2025-10-08,,80008.87,In Transit,False
367,106,2025-09-28,2025-10-25,36841.77,Delivered,False
368,106,2025-05-02,2025-05-20,26646.12,Delivered,False
369,107,2025-08-03,,54852.47,In Transit,False
370,107,2025-08-23,2025-09-16,6744.4,Delivered,False
371,107,2025-10-02,,2872.35,In Transit,False
372,108,2025-03-15,2025-03-31,25821.21,Delivered,False
373,108,2025-06-30,2025-07-17,21587.11,Delivered,False
374,108,2025-04-06,2025-04-30,56975.0,Delivered,False
375,109,2025-02-04,,81109.21,In Transit,False
376,109,2025-09-17,,67165.43,In Transit,False
377,109,2025-10-11,2025-11-01,3197.91,Delivered,False
378,109,2025-01-23,2025-02-04,54578.51,Delivered,False
379,110,2025-01-09,2025-02-04,31317.34,Delivered,False
380,110,2025-06-26,,21634.01,Cancelled,False
381,110,2025-02-23,,65920.36,Cancelled,False
382,110,2025-06-20,2025-07-07,12639.7,Delivered,False
383,111,2025-03-31,,70837.04,Cancelled,False
384,111,2025-08-26,2025-09-05,83398.4,Delivered,False
385,111,2025-04-04,2025-04-17,69260.06,Delivered,False
386,111,2025-08-23,2025-08-31,4588.15,Delivered,False
387,112,2025-04-13,2025-05-06,75463.5,Delivered,False
388,112,2025-06-08,,44534.53,In Transit,False
389,113,2025-05-10,,4557.83,Cancelled,False
390,113,2025-04-08,2025-04-21,25390.26,Delivered,False
391,113,2025-06-19,2025-07-09,24313.59,Delivered,False
392,113,2025-08-12,,75772.12,Cancelled,False
393,113,2025-08-14,2025-08-29,76202.23,Delivered,False
394,114,2025-04-06,2025-04-18,42932.97,Delivered,False
395,114,2025-07-08,,78679.92,In Transit,False
396,114,2025-05-17,,68395.87,Cancelled,False
397,114,2025-08-06,,8090.41,In Transit,False
398,115,2025-10-07,2025-10-25,26029.5,Delivered,False
399,115,2025-02-10,2025-02-27,28881.31,Delivered,False
400,115,2025-06-06,,38733.97,Cancelled,False
401,116,2025-03-27,2025-04-17,59095.36,Delivered,False
402,116,2025-08-17,2025-09-03,5036.66,Delivered,False
403,116,2025-08-11,2025-09-02,24425.37,Delivered,False
404,116,2025-02-08,2025-02-24,57543.85,Delivered,False
405,116,2025-07-06,,44342.68,Cancelled,False
406,117,2025-01-16,,13422.09,In Transit,False
407,117,2025-08-13,2025-08-22,4405.71,Delivered,False
408,117,2025-05-01,2025-05-11,66506.03,Delivered,False
409,118,2025-07-16,2025-07-28,80780.5,Delivered,False
410,118,2025-03-20,2025-04-02,58201.68,Delivered,False
411,118,2025-07-10,2025-07-19,38568.93,Delivered,False
412,118,2025-10-21,2025-10-25,12997.54,Delivered,False
413,119,2025-06-10,2025-06-21,55738.32,Delivered,False
414,119,2025-02-28,2025-03-07,3663.76,Delivered,False
415,119,2025-09-13,,44731.73,In Transit,False
416,119,2025-03-02,2025-03-10,23358.35,Delivered,False
417,119,2025-08-17,,19416.63,In Transit,False
418,120,2025-09-09,2025-09-14,18214.89,Delivered,False
419,120,2025-02-07,,39245.56,Cancelled,False
420,120,2025-08-16,,84771.41,Cancelled,False
421,120,2025-06-13,,57264.62,Cancelled,False
422,121,2025-10-09,2025-10-23,46771.31,Delivered,False
423,121,2025-03-22,,60936.06,Cancelled,False
424,122,2025-07-05,2025-07-20,43981.1,Delivered,False
425,122,2025-04-13,2025-04-28,67637.48,Delivered,False
426,122,2025-09-10,,3694.72,In Transit,False
427,123,2025-08-28,,68605.75,In Transit,False
428,123,2025-03-08,2025-03-28,52597.69,Delivered,False
429,123,2025-02-03,,27325.77,Cancelled,False
430,123,2025-09-03,2025-09-19,45395.59,Delivered,False
431,124,2025-03-06,,82693.71,Cancelled,False
432,124,2025-02-07,,39072.87,Cancelled,False
433,125,2025-03-07,,74809.67,In Transit,False
434,125,2025-10-28,2025-11-16,16693.92,Delivered,False
435,125,2025-08-10,2025-09-02,43489.13,Delivered,False
436,125,2025-03-05,2025-04-03,44761.53,Delivered,False
437,126,2025-03-24,,28442.17,Cancelled,False
438,126,2025-04-26,,30392.93,In Transit,False
439,126,2025-05-26,2025-06-17,72135.46,Delivered,False
440,127,2025-10-10,,24416.66,Cancelled,False
441,127,2025-06-05,2025-06-15,52804.76,Delivered,False
442,127,2025-09-15,,55022.45,In Transit,False
443,128,2025-03-29,,56504.19,Cancelled,False
444,128,2025-06-22,,71851.26,In Transit,False
445,128,2025-01-22,2025-02-11,70407.23,Delivered,False
446,129,2025-01-24,,80703.66,In Transit,False
447,129,2025-05-16,,55869.35,In Transit,False
448,130,2025-01-16,,43086.18,Cancelled,False
449,130,2025-10-07,2025-10-27,25687.58,Delivered,False
450,130,2025-09-05,,21947.31,Cancelled,False
451,130,2025-07-27,2025-08-16,26335.73,Delivered,False
452,130,2025-01-31,2025-02-22,14699.72,Delivered,False
453,131,2025-08-26,,18535.92,In Transit,False
454,131,2025-03-15,,27600.64,Cancelled,False
455,131,2025-06-13,2025-07-05,62805.68,Delivered,False
456,131,2025-07-24,2025-08-11,12418.97,Delivered,False
457,131,2025-09-21,2025-10-07,48397.88,Delivered,False
458,132,2025-08-27,2025-09-14,11730.58,Delivered,False
459,132,2025-05-07,2025-05-30,13263.28,Delivered,False
460,132,2025-05-29,,80439.64,In Transit,False
461,133,2025-05-08,2025-05-19,81884.27,Delivered,False
462,133,2025-06-17,,79468.25,Cancelled,False
463,133,2025-06-10,2025-06-20,17351.15,Delivered,False
464,133,2025-09-13,2025-09-19,84663.45,Delivered,False
465,133,2025-09-13,2025-09-22,74902.82,Delivered,False
466,134,2025-02-16,,80426.94,In Transit,False
467,134,2025-08-23,2025-09-07,82218.33,Delivered,False
468,135,2025-01-25,2025-02-14,5720.12,Delivered,False
469,135,2025-08-29,2025-09-16,25359.99,Delivered,False
470,135,2025-02-25,2025-03-16,37482.47,Delivered,False
471,135,2025-07-07,2025-07-29,65282.04,Delivered,False
472,136,2025-07-25,,5771.67,In Transit,False
473,136,2025-04-10,2025-04-18,31770.74,Delivered,False
474,137,2025-07-17,,43605.34,In Transit,False
475,137,2025-05-24,,70413.5,In Transit,False
476,138,2025-03-07,2025-03-10,82919.42,Delivered,False
477,138,2025-07-11,2025-07-15,67873.92,Delivered,False
478,139,2025-03-15,,18121.33,In Transit,False
479,139,2025-07-25,2025-08-07,43256.5,Delivered,False
480,139,2025-01-20,2025-02-01,12942.54,Delivered,False
481,139,2025-08-31,2025-09-16,44864.28,Delivered,False
482,140,2025-06-17,2025-06-30,79269.29,Delivered,False
483,140,2025-03-25,,34311.71,In Transit,False
484,140,2025-06-03,,51076.01,In Transit,False
485,141,2025-10-16,2025-11-09,26532.51,Delivered,False
486,141,2025-07-08,2025-08-06,29158.51,Delivered,False
487,141,2025-08-02,,50239.13,Cancelled,False
488,141,2025-01-14,2025-02-08,51341.95,Delivered,False
489,141,2025-10-24,,49732.47,Cancelled,False
490,142,2025-10-26,,41617.47,In Transit,False
491,142,2025-07-14,,13839.27,Cancelled,False
492,143,2025-01-17,,49309.62,Cancelled,False
493,143,2025-02-26,2025-03-14,17430.49,Delivered,False
494,143,2025-06-10,2025-06-22,36468.15,Delivered,False
495,144,2025-07-30,,43401.93,In Transit,False
496,144,2025-08-30,,74380.28,Cancelled,False
